text,true,pred,p_pred
You lazy around with kitchen politics as Kikuyus work hard in their business and then at end you blame them for how successful they are !,neither,offensive,0.5128392
Worse yet now that elections are coming up and Luos are calling Kikuyus names and Kikuyus calling Luos (cont),offensive,neither,0.512284
When the opposition spread out their hands in prayer God sees the blood that stains their hands #RailaTheWardogSince82,neither,offensive,0.511847
Whats tribe issue here Seems Foolish Kikuyus of #Uthamaki allegiance tries to divide Kenyans on tribalism,neither,offensive,0.51181215
@user watu waamke warudi kwao !!,neither,offensive,0.51154363
Why is this still allowed? #HateSpeech Jacob Zuma is running scared. That is why he is driving violence. Who does he actually belong to @user this new party or @user,neither,offensive,0.510309
You are celebrating this tribal person who does not want kikuyus in LD,offensive,neither,0.5101921
We cant have 2 sets of laws in Kenya - one set for allowing kikuyus free access to JKIA to welcome Uhuru from ICC. Another law for restricting Non-Kikuyus access to JKIA to receive their leader @user . That's one more reason why secession is very important. #Railareturns,hate,neither,0.5100056
Two former Vice Presidents and a former Prime Minister in one garbage bin called NASA #NASAdemos #WembeNiUleUle,neither,offensive,0.50984097
Why should one expect RAO's comment? Aladwa has never been his spokeperson #LordsOfHate,neither,offensive,0.5079673
All members of mbeko mbeko revolution should be delivered from the Spirit of lying to deliver votes! #LowTurnoutExcuses #ElectionsBoycottKE,neither,offensive,0.50787616
Why is Matiangi through the hierachy of police giving orders to kill Luos and his fellow Kisii's? #stoppolicebrutality #SecurityKe,neither,hate,0.5071546
Well well well secession just began. Clearly the other Kenyan half is of no value to you. #DemocracyOrSecession,neither,offensive,0.5066923
what action are taking to luos who are breaking law by abusing other tribes using your name mweheshimiwa?,hate,neither,0.50668985
Wakisii wa wapi hao ! #swalanyeti @user,neither,offensive,0.5063943
@user Naona yuko na Wajaluo wawili.,neither,hate,0.506247
truce over chicken like the luhyas we are . Next wknd ntakua huko,neither,offensive,0.5061776
Kikuyu politicians only get mirage and more supporters when they abuse Raila or hate luos ...that's the kenya we live today #Shameless,neither,offensive,0.50594336
Uncle alienda kuracia 1998 akadaiwa ng'ombe mbili na kadatsun kale sisi wakikuyu huita gatwero.Alidai ata upriest ni kazi.,neither,offensive,0.50559986
Tukichoma Kenya ju ya hii siasa mnachagua twende nchi gani kama refugees coz I have a feeling we are headed there #NoReformsNoElections,neither,offensive,0.505469
Lmao hawa wazungu wana mambo,neither,offensive,0.5054506
When Treasury officials are tasked about numbers of Eurobond not adding up they cook more fake figures. It is a jigsaw puzzle.,neither,offensive,0.5053956
All African men are just the same sweethrt not only Kenyans unless you go explore the western world ..lol,neither,offensive,0.50498956
Wait..... Jubilee and NASA engage each other outside IEBC offices. #ChilobaMustGo #NoReformsNoElections #NASAdemos pic.twitter.com/IQKPFMgPkr,neither,offensive,0.5046725
Was blocked by Nyakundi and I have never followed him.... How about that! Lool!,neither,offensive,0.50464135
luo men are not like kikuyus who are easily nyerified i wish Shebesh gets this. today we are leaving in a gender...,hate,offensive,0.5040329
You will never see us Kikuyus hating on other tribes here because we are focused & we know hatred won't feed your kids or mum upcountry.,neither,hate,0.5037181
Who is Timothy Kiptanui Kitai ? I mean this is some kind of a joke! Aladwa miguna wanjigi TJ Babu nyakundi the list is endless of needed and arrested list of people who is the county commissioner of Mt Elgon angekuwa ndani sai!,neither,offensive,0.5030026
Your Girlfriend does not trust you with other Women....because of what She does with other Men.. #RailaPresser,neither,offensive,0.50297356
Those r Kikuyus for u who feel the country is theirs alone. They pretend to see the small 'sins' others make. I blame it on tribalism.,neither,offensive,0.50275695
Tink kikuyus are such beautiful creatures....pretty ladies a salute u,neither,offensive,0.50262266
luos are in dilema now .. wether to call the kenya police or secret service to arrest you,neither,offensive,0.5025946
Kikuyus you will one day kill us over Marriage cases @user @user @user @user #JeffAndJalasOnHot96,offensive,neither,0.50230306
Usituzoee RT @user : LOL..tuache priss RT@VieeysCorner But no Kalenjins are complaining have they ran to their various (1/2),offensive,neither,0.50213856
We go under when he is arrested for name calling,neither,offensive,0.50194806
Wacha serikali ikojoe. #MtajuaHamjui #Wembeniuleule,offensive,neither,0.5018843
Yeah a generation of #daycare brats and single parent homes. They hate #America and dont know how great our country is. They believe #hatespeech and #Violence are the same. They group think open boarders free college safe spaces and dozens of genders. They are our future...??,neither,offensive,0.501639
This people instead of focusing their attention on corrupt individual and crimes their wasting their time arresting u awuoro,neither,offensive,0.5012201
I hate when aku tak tido abe keluar time hari tgh terang. Rase masai tak terkate kimak! Fucking insecure!!,neither,offensive,0.50111157
Wasaidizi wa kikwete wamemdanganya tena. Utawaambiaje watu warudi kwao wakati jeshi limesema kuna uwezekano wa kuwepo mabomu kwenye makazi?,neither,offensive,0.50071836
Sisi wakenya tunasoma kama matee RT @user : LOL hawa wazungu wana tu maliza na hii,offensive,neither,0.50064164
Will lawyer @user and @user clip the impunity of @user ? He must be taught a lesson regardless #ShutMutahiNgunyiUp,offensive,neither,0.50036895
Why are kikuyus inluding young n learned behaving as if they also took kenyattas oaths?,neither,offensive,0.5000914
what have from time ya kina cucu is that kikuyus are so money minded,offensive,hate,0.50000906
Unayasikia madai ya hawa Wahindi ? -,neither,hate,0.4999231
I have lived with Kikuyus for 9 years now yet non can't tell you why they always hate anything to do with Raila nomater what.,offensive,neither,0.4998946
Why is there a kuku on the yu ad? Kwani they think luhyas are the only ones who make free calls?,neither,offensive,0.49984175
We are fighting Al Shabaab but our leadership is worse than Al Shabaab #RIPMsando where is Col Joseph Owuoth?,neither,offensive,0.49972424
Kikuyu community is being fed a predetermined narrative that luos are their greatest enemy. Wait until @user declares his interest,neither,offensive,0.49960098
Wakora wote wafagiliwe. #FagiaWote,neither,offensive,0.49889696
You don't threaten a Kisii man into submission bwana Magara told them go hung! #WembeNiUleUle #UhuruSpeaks #UhuruAttacksSupremeCourt,neither,offensive,0.49880815
Luhyas are bad chapati cooks but the chicken goodness never had anything like it,offensive,hate,0.49863416
What on earth? are the #Kings trying to commit salary cap suicide? If Masai pulls this off.. #raptors,neither,offensive,0.49845234
We are all kenyans not luos &kikuyus demonic hatred,neither,offensive,0.4980528
Kikuyus are smart...love them or hate them. Just saw a guy selling sardine fish in Nyeri. The frozen ones. He cuts them into 3 or 4 pieces depending on the size and deep fry the fish. He then splits each piece into 2 and sells them at 50 bob! #Amazing,neither,offensive,0.4978286
Tungeongea kiswahili tu ndio hawa wazungu wasielewe kitu tunasema... si ata hao huongea lugha hatuelewi?,neither,offensive,0.49766362
wakisii uny @user @user leo niko nyuma ya @user sisi ka the #blues,neither,offensive,0.49635506
woishe.... RT @user : Hihi why are kambas catching feelings in my mentions?,neither,offensive,0.49596435
kikuyus should stop threatening Raila otherwise let them also prepare to handle what follows there after.u cannot threaten us u fools,offensive,hate,0.4953998
Luos are not supporting referendum bcoz of Roa but for better Kenya so they don't deserve the abuse..@bonimtetezi I like u,neither,offensive,0.49527323
Why only Kikuyus are reacting Raila swearing if your are in a house of glass don t start throwing stones.,neither,offensive,0.49505663
Uganda being a landlock country sells fuel much cheaper than kenya #TanoTerror,neither,offensive,0.49293637
Y attack only the two Kikuyus ? Ok,neither,offensive,0.49277458
With this tag the government should rollout compulsory circumcision for luos stupidity at its best #NoRailaNoPeace,offensive,hate,0.49144337
This man should Stop weed overdosing Unite with your kikuyus and kalejins. 41 Tribes dont recognize you at all. The King of Thieves in Kenya.useless Waste of Space!,neither,offensive,0.49123806
Tribalism only exists with the Kikuyus going by @user @user @user bromance. Luos rescuing a Kikuyu,neither,hate,0.49073768
Kikuyus are the only way 2 control pests? We don't have tym 4 corruption apologists like u,neither,hate,0.49023837
Wakikuyu tu ndio mnajua kutumia tweeter wakitetea uhuru..embrace change in leadershi style.,neither,offensive,0.48989314
What makes Kalenjins think they are so special such that they demand to be appointed to crucial govt positions &...,hate,neither,0.48925006
Luos and Luhyas go to Prophet owuor meetings Kikuyus are there to sell them gunias and food and end up getting all the profits Lol!,offensive,hate,0.48920143
kikuyus have been the best friends with luos since way back dnt be deceived...i think the current issue is the option nyanza is giving kenya,neither,offensive,0.48795
From this you can conclude LUOS are the problem of insecurity in country. Where the hell are we heading you people????,offensive,hate,0.48778644
Bana hawa watu wametuzoea sana RT @user: Sisi kama waluhya tunataka dialogue. Mnatuingilia sana,neither,offensive,0.48759398
I have seen Safari's comments suggesting Kamba's are not jubilee supporters . NASA is supported by all tribes. So is Jubilee.,neither,offensive,0.4872349
Wat? Am a kyuk I ain't tribal nkt!,neither,offensive,0.48638004
You are trying to use my point agains me. Don't call ledama tribal because he said things kikuyus don't want to hear,neither,offensive,0.48575583
lmao :D ...RT @user: Ask kalenjins :P RT @user : Those girls that chase after guys how do they do it,neither,hate,0.48506626
Yes Indian strict #AnimalLaws will lose its value(But we try our best) specially if China thugs n smugglers live in India for poaching in our jungles forests n national parks to fullfill their mischievous appetite What's these ? You steal/kill our animals n blame us? pic.twitter.com/SrGMZNiYtP,neither,offensive,0.48480114
You will find about half of Luos at UoN are armed with a panga or some crude object,neither,hate,0.48426014
Your type blood thirsty have killed before it wouldn't surprise anybody if you killed again. However some of us don't kill for politics or anything. That's how civilized and humane we are. Ask Kikuyus who were in Kisumu 2007 they can't say the same of your type ditto KIAMBA.,neither,offensive,0.483852
kambas in kitui are loyal and God fearing tribe why all of a certain creates acrimony by putting on fire kiosks in kitui town?,neither,offensive,0.48326263
since when did kikuyus vote for another tribe?? Utalilia choooniiii!!!!!,hate,offensive,0.4801204
We say we want peace but as a Kikuyu a Luo man somewhere has already judged me an wants to tear me apart and vice-versa. #NoRailaNoPeace,neither,hate,0.48002788
SISI WAKIKUYU ndo kusema na hakuna senye mta do! Tihihi!!! Kwani mtu akinyce mbwa yake kama ina nyege iko sida?...,hate,offensive,0.4791012
I hate jubilee a lot. I wanna post a hateful tweet but i don't hate kikuyus or kales,neither,offensive,0.4789139
